path,is_valid,width,height,channels,aspect_ratio,error,blur_score,brightness,contrast,filename,label,claim_id,sha256,dhash
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4043.jpg,True,1267,950,3,1.3337,,25.0276,190.2746,69.6507,4043.jpg,0,4043,99d6ead08c347851686695cc1671b220b9d9436a5eb0a09de60d9990b6f1a1bd,9ad8d8f8f8f8dcfc
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4044.jpg,True,808,606,3,1.3333,,122.4536,146.9214,58.4007,4044.jpg,0,4044,632b863ea1ddce37ad3a5e165bf872a349bf16bc7984e8653df75a435a14a947,040202020404e173
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4045.jpg,True,860,645,3,1.3333,,808.9809,110.0025,51.9527,4045.jpg,0,4045,fd8db8e51c373e997bf8c542f911a48b52e6ef033fe9142b11207f778bf72e92,0101b19793712567
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4046.jpg,True,1363,1022,3,1.3337,,25.642,51.3536,25.2966,4046.jpg,1,4046,282aee5e28b5b83027917723484710ababee1ad1a0f82aca123e202af9c47704,1f392516cd99d357
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4048.jpg,True,859,644,3,1.3339,,69.6912,98.884,48.6336,4048.jpg,0,4048,5b371adccb241c42dafaf81c999d93b5dbecf21db5fb388e4e708e1f2a6a52ee,eec4c0d0e0a2328c
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4049.jpg,True,818,613,3,1.3344,,26.3955,79.1162,48.0533,4049.jpg,0,4049,2a9b57fb8242608a0b15d66c1c244bc6348f52319e30420718bf87db0627d722,8103cb8e9ee4e29e
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4050.jpg,True,828,621,3,1.3333,,57.0691,134.9231,89.0534,4050.jpg,0,4050,52a7c9534d1e5b517bf6222e6e0cf62d2a938b71f10a7827abdf9a442a075304,53d959484c078080
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4051.jpg,True,868,651,3,1.3333,,116.5573,148.0787,26.9083,4051.jpg,0,4051,b5cd6534e63b5e66d5bf4e076937670c91f29c41d19dc750287d4dbb9b1e9bd9,6fcbdfcec8d8b864
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4052.jpg,True,818,613,3,1.3344,,2940.5457,146.0259,32.5266,4052.jpg,1,4052,3cbdbe37d6af236938cb98ca83e8f53bb2441386c4dce71bb78e3ebaf5e1d912,c34303092f676584
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4053.jpg,True,825,618,3,1.335,,317.8901,143.8687,73.9084,4053.jpg,0,4053,d20c245d34b7f95d47a20354426e8062d7bf7c44db76179b6f86f15a86126222,8ac0d08c1066ffff
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4055.jpg,True,828,621,3,1.3333,,53.8003,108.3375,33.4878,4055.jpg,0,4055,d1d46c0e7ebf789d332c1e8ca30d4fdf7cd09a68b68d0028a1cc1b8bec525e0d,e8fffd78f9dde971
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4056.jpg,True,1404,1053,3,1.3333,,22.2471,125.6841,71.5121,4056.jpg,0,4056,71743ef3b065ff77caa20b6b5b717aa02e32a6d8c62de436e4be67438a15ffdd,8c27f1f1d96324d0
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4057.jpg,True,890,667,3,1.3343,,1157.3051,66.9605,53.0996,4057.jpg,0,4057,0248eefd4cd54648c8cd5efab902eed5ed156440f30672083fda7094e8c55e1e,a9f574b2f0f0e0f0
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4058.jpg,True,833,624,3,1.3349,,233.2211,119.1449,73.0528,4058.jpg,0,4058,2f44927ffd69f6001d4a0ecfa508168664fa8d2af0977661f2c09b6049d6e6d6,03b0c0981a1c1688
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4059.jpg,True,1275,956,3,1.3337,,151.4135,86.6069,58.7704,4059.jpg,0,4059,f1ec71d6f9ec98257332a7230302e465396908640ecc21d70ec34c6a096f64d0,1361f2f2e0dce4d1
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4060.jpg,True,1102,826,3,1.3341,,25.0021,78.0097,49.0704,4060.jpg,0,4060,b4115e35b320490d696716d73ad680cfc2ac4a89adeff24571e1b23444f555ad,f4c8c9d191531332
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4062.jpg,True,829,621,3,1.3349,,2258.0561,119.0194,58.1763,4062.jpg,0,4062,c780d908093b9a6cca6ddd85510d8eaef3043465258cc385133ba02c7b5a9149,a3b3beb7171f9e8c
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4063.jpg,True,1136,852,3,1.3333,,48.4224,93.9485,44.0882,4063.jpg,0,4063,ea5fd1d10e9e1318b3c7a32f591d6ab101dc93bc47197209dbdeb23011b2d328,9f9fd4bde167f9f9
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4064.jpg,True,853,639,3,1.3349,,5290.2285,76.783,44.6869,4064.jpg,0,4064,f692503187c55e8c670f89a436d4407e1ed9c17c383e9a1959b5bd09e15d408c,3369f1f12b303316
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4065.jpg,True,1246,934,3,1.334,,23.1937,139.3474,53.8299,4065.jpg,0,4065,3228263b22d4a4f6be1bf9122d65fd1a1b639b5c8321b51cc0998c821eb929aa,df5973939f9f8f87
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4066.jpg,True,1221,915,3,1.3344,,125.3856,82.4871,38.8852,4066.jpg,0,4066,c076c614b67bfb38e2803ef32ce01414f1c8bbe47503a5e82c6ed5bf4e9d2275,975a83a78791981c
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4069.jpg,True,1461,1095,3,1.3342,,28.429,126.0378,69.5167,4069.jpg,0,4069,dc142c3d1918a12210b941afd503d4a1a334377854598622d19029dec207efa6,0f2f071b332fad3e
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4070.jpg,True,1277,957,3,1.3344,,34.3198,115.24,48.3316,4070.jpg,0,4070,c614f3441b72983ad3d8e3fafc869213317e4089446f2818deb751ab65fb4b7c,581c361616070090
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4071.jpg,True,1470,1102,3,1.3339,,163.7813,186.6944,58.4636,4071.jpg,0,4071,f6e9f546f1c41e5fc2b11ea022c6b06e9066a2bb1848407b4330077da964af5d,cecac9bcaecf7f79
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4074.jpg,True,847,635,3,1.3339,,176.289,106.0712,70.2914,4074.jpg,0,4074,465b9a70067eb5c7f264c2dad5e4924fa50080643f6878bd6f1a1aea890e93cc,0d2e06260e0c0e0f
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4075.jpg,True,875,656,3,1.3338,,99.1139,159.2391,80.3108,4075.jpg,0,4075,d83f953b6c49a1fb48f382f554656f014fec1d032a1fe3a7a4e61c07ab19b7e5,e080c07c2e8872c0
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4076.jpg,True,808,606,3,1.3333,,163.9168,126.9427,73.0668,4076.jpg,0,4076,d722af6dc98bfb7eb27a08886cf3f92a5199a31bef872519c8e0f88ed3eb0807,ca9974696b33c6f8
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4079.jpg,True,879,659,3,1.3338,,28.1514,135.6503,59.1087,4079.jpg,0,4079,92aa8ed6cdbe0b223572bd9d941d5d5378027b14c4cd9d20560c72dee930bec5,4141a1a984879fdd
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4081.jpg,True,1193,894,3,1.3345,,125.426,89.5784,38.609,4081.jpg,0,4081,2b6f9e09686e652348b15884b4a4f7502cc7cda305180533a0d22eb59d4b1fc5,8d1b33a0e3270c00
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4082.jpg,True,1368,1026,3,1.3333,,34.8847,128.0077,53.3589,4082.jpg,0,4082,cda1fa29b243d8b92187916747b2127f4e8f206efd2308f694b19de91ad0dba4,c286030b99930746
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4083.jpg,True,838,628,3,1.3344,,20.4005,102.1976,31.8086,4083.jpg,0,4083,81a07b50769eca65c870060bd09bc9ef6fc48e79a3873d03e36b1f87254c0b02,6767636875c3c1d2
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4084.jpg,True,1308,981,3,1.3333,,53.8692,96.1801,58.4693,4084.jpg,0,4084,a58a0831d0a8493f4fa52bb721aa08c11509fbf86920529fdd39d9b7df563f6e,81f8fcfe0fc5790f
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4087.jpg,True,1275,956,3,1.3337,,14.7163,150.1465,73.5769,4087.jpg,1,4087,7908cc171f354b73adb61ae95ccb8f592a3f3fee74e0b7619b02c81dbb9165b9,e1e1e1f3fbf3f38f
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4088.jpg,True,863,647,3,1.3338,,75.7506,112.1377,59.9946,4088.jpg,0,4088,82257336bcb3e5d70e13edccfc3bba311b7987b9f96b0e276530b235725ce22b,57f3a53dbbafbefe
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4089.jpg,True,1361,1020,3,1.3343,,137.7439,154.1675,87.5113,4089.jpg,0,4089,fe603bac82513d72219b4b3a78882626d856139d0ce91d1789b04c82332c258f,c09806c0f838171f
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4090.jpg,True,1205,903,3,1.3344,,71.3471,136.3948,47.4298,4090.jpg,0,4090,2018f18819c4d8631b67e25a82e17af189324a5759ca03040a67df7928e577a2,c4c1830b0b9383c3
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4091.jpg,True,1222,916,3,1.3341,,1099.267,133.0385,63.4264,4091.jpg,0,4091,fa522460e9f8d288b019a0a6c1704474fa4f792b9c327dbaa0cfa6734f31208b,6c3c0d2517153018
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4092.jpg,True,852,639,3,1.3333,,416.1843,76.8366,37.1307,4092.jpg,0,4092,e98928e4404dc01a6554a1505c82d7789b2eabbd786d4d0d8957024bba1a9c54,c7dff9f062437979
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4094.jpg,True,1485,1113,3,1.3342,,29.2689,92.7317,40.9605,4094.jpg,0,4094,ec0807724c743c211ba8b4170ab8251996a95e219b0387e91945fdba28c9d0eb,9f9bf0e0e2aec666
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4095.jpg,True,896,672,3,1.3333,,46.7594,99.4395,58.3794,4095.jpg,0,4095,09b806f6cc17f00ea124169cd6296d5f80528ac66f0e5be51a2fee7bee4ca715,231f1e0fcf7e3fb7
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4096.jpg,True,859,644,3,1.3339,,1054.9797,47.1418,28.7299,4096.jpg,0,4096,944bbf035a35740249e8db5316a9a13d4bd5c3785e5e47a377e4c24e5035d759,9f9fe3b94d8cd7df
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4097.jpg,True,865,648,3,1.3349,,1676.4091,111.4367,45.772,4097.jpg,0,4097,41db8a9b4ed7fb44f1fbd7fbd7edb5631097415f8a43ee4924a9832807839c1c,0e1c70c0c0c08327
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4099.jpg,True,843,632,3,1.3339,,149.1541,97.7159,51.5137,4099.jpg,0,4099,cb3b3a6e56c73a29fe8dba9c28d8f54507d4388413b472b279bddcb646c3fbe6,0ab84fc39e66e19b
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4101.jpg,True,1342,1006,3,1.334,,13.6415,130.1337,60.7589,4101.jpg,1,4101,7095bd9fad1cb1616bdbd7d6fc605b7d05f73b25010bde96ae05fb2c6f5bf07d,200374f49f1391d8
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4102.jpg,True,1433,1074,3,1.3343,,15.6997,90.8189,68.5665,4102.jpg,1,4102,c9c436705a0a7f5c9b7888e20631d6175b50bc11a68cb81dd965d8f6210494f9,063cfcb8e20e4cd8
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4103.jpg,True,1289,966,3,1.3344,,75.6563,135.1729,46.3921,4103.jpg,0,4103,7acfc1f655bcd75ce60e506aae4609a0ad7b0af3bf1b75f5a882621033c777b4,f2860fc9810080c0
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4105.jpg,True,1188,891,3,1.3333,,1295.0876,123.5878,38.5329,4105.jpg,0,4105,60fe28949e4e4f60453ed9dd01dfb04d6606240eaf9c008d6e3eaab398a06b7d,08189c9c19130318
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4106.jpg,True,1477,1107,3,1.3342,,10.6255,105.7871,48.5562,4106.jpg,0,4106,134c91ca46640100fffa57f0fc6789d9f909d9d3736261ca0886675dfd4e749b,2737537fbb9bce4c
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4107.jpg,True,829,621,3,1.3349,,111.3234,112.9321,49.1946,4107.jpg,0,4107,3240669d1faafc21c98e377c184b4e044631d28e481dbca653cce3ff04aa7503,3250d16c3f945c4e
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4110.jpg,True,1419,1064,3,1.3336,,299.6165,143.4233,65.202,4110.jpg,0,4110,96c5724893b4cf370d8beadc2c88c2a2b36c7aa539e40432d0a7af25eaa260b5,0f4d0df8f0e4841f
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4111.jpg,True,897,672,3,1.3348,,192.0488,110.9024,51.3677,4111.jpg,0,4111,14b82157301cc64510985200fefdbff16758cdffb40494d0e4c59b2a742001b4,dddc8c9cb03c80ff
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4112.jpg,True,894,670,3,1.3343,,25.6706,170.1999,54.7935,4112.jpg,0,4112,e581f22c6bdeff0fdbf8cd6bd0104f5179aec75935578289626d2c6ea77ee797,8304c9c3622604cc
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4113.jpg,True,1198,898,3,1.3341,,16.0375,126.8352,45.7944,4113.jpg,0,4113,4b4f6cbef64a37bda3ad680d1abc1207313cd94fc3a762abe3d97d8af73dfb63,d8189a888c2c6426
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4115.jpg,True,1325,993,3,1.3343,,48.3013,143.0815,44.7621,4115.jpg,0,4115,90b1eed17655ced44abc1eb3b0f884bf5122c475cf187daec244c2b18f547b62,d8f060b0d47cb0b3
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4117.jpg,True,1286,964,3,1.334,,679.7896,103.8095,51.8477,4117.jpg,0,4117,658325c6f5f75ee5d08949ea1663310850bf7426b3842ed5df6151250165daa0,caece6f8dc6a3018
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4119.jpg,True,1492,1119,3,1.3333,,26.9983,64.0222,38.7065,4119.jpg,0,4119,8ebd3148f4531cfae3a1e62d02d20db612cc3aa5cb97a0ca6f71ffbad4f7bf9c,dfb824b01bb1fd4f
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4120.jpg,True,1419,1064,3,1.3336,,30.431,137.0753,65.6746,4120.jpg,1,4120,9daba08e234474d0bf9ed08d719fd657cf937a857313d3fe8b14fc713391bf70,aecf8b70d61dce5d
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4122.jpg,True,1292,969,3,1.3333,,102.2577,91.9835,53.5683,4122.jpg,0,4122,d1b9445e2f29310ec2aeb42d79d6a5cdb158c16ad7969b1fe80b3eb28e6c274d,fc3c3b9a9c1c1e07
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4123.jpg,True,821,615,3,1.335,,3182.0061,96.4758,59.6106,4123.jpg,0,4123,2b57a2513e50589296cc2c0782fec1bab4fb749b20d1c3a242d77464a46826ad,70000119cf88787e
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4124.jpg,True,1258,943,3,1.334,,40.3945,81.414,54.3118,4124.jpg,0,4124,3d17da6602201c2a0c2a372fc03f1cb4bd633c105158bcf276cfcae2baf93639,e7c39bc7d848fa37
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4126.jpg,True,833,624,3,1.3349,,145.1089,88.9918,40.7331,4126.jpg,0,4126,0e01eaa8811b389b99ad26a37d78324712a8cde42536aa7adb229531987e04bb,23e3c396a40d3c3c
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4127.jpg,True,1459,1094,3,1.3336,,7.9596,83.3173,34.3268,4127.jpg,0,4127,c398fa29d56209f06d252a004110f7568e46405c1e570df34b0655345a92a355,3cfce7f9d8e6a7ab
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4128.jpg,True,887,665,3,1.3338,,114.1663,129.2513,70.8715,4128.jpg,0,4128,d0aa73353b04bab1df4559867e9e8e53894b9abc3f5ce78047ff5b72deca3e7e,c6c382b3dbda1f3c
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4130.jpg,True,883,662,3,1.3338,,82.4195,144.5632,76.0809,4130.jpg,0,4130,386121fdf400b38a8cf3fcf78e0d1848e0967edf3cc91ad3f9c5722d66e2a56e,9e9fc7c6f8f77f7f
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4132.jpg,True,1450,1087,3,1.3339,,606.9222,131.6962,65.4926,4132.jpg,0,4132,8ae41c612f11dbd7c0d5bdbc205878ab0b372ff431d767187ba9b973631ccd35,f2b19191b3c6c6e6
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4134.jpg,True,870,652,3,1.3344,,95.2406,97.7397,71.17,4134.jpg,0,4134,fa9ab9549566ec4da09fd0825d75455281cbc390bd559fa956b07e252916eeca,9f3d6d6c7c4c030e
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4138.jpg,True,822,616,3,1.3344,,92.7569,104.2363,61.3126,4138.jpg,0,4138,ee2d3aeb320f2a4426b6955c2146ce4bd97e0962f420657d943538d79fed3e42,fa950625f11a1c4d
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4139.jpg,True,1340,1005,3,1.3333,,16.3445,133.9195,61.4063,4139.jpg,0,4139,ecde1af99ce93a46ca6821a186736b9d0ada09eae19cb336a7b2c4a86863b35e,33e9d1e1e9b3168d
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4140.jpg,True,817,612,3,1.335,,5249.573,118.9753,53.8804,4140.jpg,0,4140,e75a4a22b41dd47cdcd084c1f7ec02ee4a300ae0e62f06984b5a8ca8f6ab3992,e2f1c8906c062dae
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4141.jpg,True,1293,969,3,1.3344,,55.7938,134.5656,66.006,4141.jpg,0,4141,98b1c6b77ff2110625c70e58958908b8fd7eb255b731e67d5bfcf5b1783d30d2,91e2fa7f27128c05
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4142.jpg,True,1325,993,3,1.3343,,15.066,124.2865,52.2764,4142.jpg,0,4142,17d38c8710b7ee5e4eaa65e262e19cd030c7d61668ed319a2d27cc3fd08edda6,9f3fdc189bdf0f4f
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4144.jpg,True,1356,1017,3,1.3333,,337.8161,100.5616,41.3995,4144.jpg,0,4144,c659d69e2d45556957e7668ce75f1b0e848cc8c1f9d74ef7bb579ac4083eb9e0,020411471d77bffb
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4145.jpg,True,1278,958,3,1.334,,44.7079,90.0924,28.8949,4145.jpg,0,4145,9c504dedb56289c699903879049578c0fc1d0c5c92888e59955e44d0f295bb48,531c0c038685cc4d
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4146.jpg,True,844,633,3,1.3333,,74.5848,159.4379,52.1693,4146.jpg,0,4146,57537d2b8e2dbed6d0e55b7f22faeb16eb26d2037830cc538e0575d7c4256365,1e86160609193323
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4147.jpg,True,1166,874,3,1.3341,,34.2822,126.4714,43.413,4147.jpg,0,4147,7b6618460d40de357a08138876c8a34b797603d0d1b30f22f12b95c93adcbc02,cde4c0f0d8e6f2f8
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4148.jpg,True,865,648,3,1.3349,,42.0697,163.8485,60.3414,4148.jpg,0,4148,741e3f83046c071f2657186c097350d7c6d0a8f2bafc5ea76d074cf411508fac,727c001196120080
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4150.jpg,True,807,605,3,1.3339,,5728.683,129.8712,57.7674,4150.jpg,0,4150,bd16cd855b145d786296ac4883ab006053a8d4b982847538fd1bf9ef4eeba851,c89062c2c0c4f09c
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4154.jpg,True,881,660,3,1.3348,,150.1084,118.9177,55.8706,4154.jpg,0,4154,3a451ed92d51c75ace7b7eea250420aba2917bf5f82ba8f5e42fba8df22e8a23,e62c8c1ebe361edc
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4155.jpg,True,857,642,3,1.3349,,87.458,129.1702,52.7174,4155.jpg,0,4155,0661389a21c4eed040f3b3fdb26f43b980a1ee4aa840e056ac49f61d8d33e07b,bc7088a6cc7163e4
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4156.jpg,True,878,658,3,1.3343,,154.0881,155.38,75.8788,4156.jpg,0,4156,a63d2c492b59dc5b48c9954650478e6c0c934270f2891995fe8147e279ae2e51,f6b66a4cb9e336fe
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4157.jpg,True,1184,888,3,1.3333,,32.7283,165.5091,50.3763,4157.jpg,0,4157,99406e9ec16869c52b4d14a6632561123ed9990657ab065a30d5da3ea9f2e4f4,af192c3d9733338b
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4159.jpg,True,1240,930,3,1.3333,,2153.4427,86.4896,47.1688,4159.jpg,0,4159,3da5b78e7db2e80c32af8ef787c55198cdb83ffd839aedeb53fb76bd8871b526,80c0e060e0608080
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4160.jpg,True,825,618,3,1.335,,122.3861,131.0132,68.6058,4160.jpg,0,4160,ff02cd54523ba9cc103e22746e6dd00134c11e76eba1f9602b339c850ef64d7a,3efbb3b239f3e6ec
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4165.jpg,True,1140,855,3,1.3333,,492.2574,91.3478,39.2431,4165.jpg,0,4165,a8df27fc567984e3b4894dd25d0377f108b029c25dceadb75241d9711227781e,f3f69420c28766dc
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4166.jpg,True,811,608,3,1.3339,,95.201,82.6601,44.1959,4166.jpg,0,4166,097b01ff2ff104ae98d7efee43e161a7bf2889b9b2e95002ad02233f544e23f3,6061638686c48189
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4167.jpg,True,1475,1106,3,1.3336,,22.3521,108.5142,64.3313,4167.jpg,0,4167,d50c1f54c78d2e91f36a4d0fcba7685f70353df83a3ee15e1c576e2776b2d502,00810200a0a5c080
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4168.jpg,True,856,642,3,1.3333,,117.3485,162.4665,79.7833,4168.jpg,0,4168,571833cd520fbdc0161a2bba96b29af5070fa1f176707f7da9cae2f0a19288f8,08c0b8ebb6949de1
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4171.jpg,True,1123,842,3,1.3337,,114.6564,114.5784,64.7442,4171.jpg,0,4171,4243e0e4cb6c5e4e6aac4747a88154843e4b2c1b3a8e591eaaec4640228773b5,4b0ea98f3ee7af3e
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4172.jpg,True,1213,909,3,1.3344,,55.735,96.5543,50.3942,4172.jpg,0,4172,76aa9151284f0f9a505a471bb5b55f8e98f525725e244e8db2c2c67dfdb2bd22,c454b0b2dc5d1183
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4173.jpg,True,1227,920,3,1.3337,,172.8475,77.131,48.3417,4173.jpg,0,4173,f8d66b975b1a6e9e493d47562707dac40d7fed9a2fb4c52be877d56f00c506ee,54f0d3649c900d17
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4174.jpg,True,844,633,3,1.3333,,754.3072,162.3061,63.7976,4174.jpg,0,4174,479e065e24948711467e10774a961bdaca80e518bbb3f2a7f98c9d77a0cc31b8,340c5bd160e080c0
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\4175.jpg,True,870,652,3,1.3344,,37.1252,130.018,68.5857,4175.jpg,0,4175,e761779b0d9d626fc245640a9fc22656e3fe9d36f3dc2390437e0b063eb47b87,f27a6af8ecd5df4e
